Password,Money Available,Last Name,ID,Tickets Purchased,First Name,TicketMiner Membership,Username
Fun!23,12099.52,Coleman,137,0,Christopher,TRUE,christophercoleman
Fun!23,15973.76,Contreras,98,0,Christopher,TRUE,christophercontreras
Fun!23,15460.59,Craig,576,0,Christopher,FALSE,christophercraig
Fun!23,15022.4,Davis,703,0,Christopher,FALSE,christopherdavis
Fun!23,13754.64,Dominguez,363,0,Christopher,TRUE,christopherdominguez
Fun!23,14415.06,Fields,639,0,Christopher,FALSE,christopherfields
Fun!23,12536.57,Foster,367,0,Christopher,TRUE,christopherfoster
Fun!23,10681.89,Johnson,563,0,Christopher,TRUE,christopherjohnson
Fun!23,15593.42,Jones,357,0,Christopher,TRUE,christopherjones
Fun!23,17611.14,Lucero,863,0,Christopher,TRUE,christopherlucero
Fun!23,15361.68,Melendez,526,0,Christopher,FALSE,christophermelendez
Fun!23,10078.2,Norris,116,0,Christopher,TRUE,christophernorris
Fun!23,10354.66,Ortega,912,0,Christopher,FALSE,christopherortega
Fun!23,13142.76,Osborne,632,0,Christopher,TRUE,christopherosborne
Fun!23,11807.65,Raymond,466,0,Christopher,FALSE,christopherraymond
Fun!23,17406.9,Robinson,662,0,Christopher,FALSE,christopherrobinson
Fun!23,13340.28,Sanford,518,0,Christopher,FALSE,christophersanford
Fun!23,14533.01,Underwood,734,0,Christopher,TRUE,christopherunderwood
Fun!23,11387.22,Wright,247,0,Christopher,FALSE,christopherwright
Fun!23,14180.77,Disney,8,0,Cinderella,TRUE,cinderelladisney
Fun!23,17071.7,Robles,719,0,Cody,TRUE,codyrobles
Fun!23,15240.92,Scott,185,0,Cody,FALSE,codyscott
Fun!23,14305.71,Hall,792,0,Colleen,TRUE,colleenhall
Fun!23,14512.27,Sanchez,629,0,Colleen,FALSE,colleensanchez
Fun!23,12340.72,Torres,512,0,Colleen,TRUE,colleentorres
Fun!23,13907.98,Wilson,565,0,Corey,FALSE,coreywilson
Fun!23,12779.68,Byrd,1036,0,Cory,FALSE,corybyrd
Fun!23,16582.98,Johnson,338,0,Courtney,FALSE,courtneyjohnson
Fun!23,16317.66,Olsen,1008,0,Courtney,FALSE,courtneyolsen
Fun!23,13351.29,Tran,546,0,Courtney,FALSE,courtneytran
Fun!23,14600.56,Brown,777,0,Craig,TRUE,craigbrown
Fun!23,11972.89,Espinoza,165,0,Craig,FALSE,craigespinoza
Fun!23,12305.91,Fleming,831,0,Craig,TRUE,craigfleming
Fun!23,17377.55,Oconnell,387,0,Craig,TRUE,craigoconnell
Fun!23,11413.97,Schaefer,267,0,Craig,FALSE,craigschaefer
Fun!23,12566.22,DeVil,22,0,Cruella,FALSE,cruelladevil
Fun!23,13981.55,Hayes,826,0,Crystal,FALSE,crystalhayes
Fun!23,17557.31,Hudson,109,0,Crystal,FALSE,crystalhudson
Fun!23,11898.65,Johnson,329,0,Crystal,FALSE,crystaljohnson
Fun!23,11030.64,Rice,464,0,Crystal,FALSE,crystalrice
Fun!23,16495.29,Walker,117,0,Crystal,TRUE,crystalwalker
Fun!23,14802.71,Young,636,0,Crystal,FALSE,crystalyoung
Fun!23,13364.43,Phillips,876,0,Curtis,TRUE,curtisphillips
Fun!23,13337.79,Ellis,836,0,Cynthia,FALSE,cynthiaellis
Fun!23,15787.83,Giles,685,0,Cynthia,TRUE,cynthiagiles
Fun!23,15324.86,Powell,587,0,Cynthia,TRUE,cynthiapowell
Fun!23,11177.45,Bender,361,0,Dakota,FALSE,dakotabender
Fun!23,11615.74,Harper,553,0,Dakota,FALSE,dakotaharper
Fun!23,15570.71,Disney,7,0,Dale,TRUE,daledisney
Fun!23,12151.57,Bryant,925,0,Dalton,TRUE,daltonbryant
Fun!23,14889.21,Jones,581,0,Dana,TRUE,danajones
Fun!23,14255.68,Miller,841,0,Dana,FALSE,danamiller
Fun!23,17898.32,Park,922,0,Dana,FALSE,danapark
Fun!23,16807.42,Williams,93,0,Dana,FALSE,danawilliams
Fun!23,10905.16,Foster,371,0,Daniel,TRUE,danielfoster
Fun!23,15102.69,Hampton,133,0,Daniel,TRUE,danielhampton
Fun!23,13065,Holguin,59,0,Daniel,FALSE,danielholguin
Fun!23,14635.47,Mejia,37,0,Daniel,FALSE,danielmejia
Fun!23,13260.24,Olson,97,0,Daniel,FALSE,danielolson
Fun!23,10153.43,Romero,283,0,Daniel,TRUE,danielromero
Fun!23,10179.07,Smith,716,0,Daniel,FALSE,danielsmith
Fun!23,13676.34,Summers,948,0,Daniel,TRUE,danielsummers
Fun!23,16430.93,Chavez,898,0,Danielle,FALSE,daniellechavez
Fun!23,13532.3,Conrad,992,0,Danielle,TRUE,danielleconrad
Fun!23,11991.86,Dorsey,505,0,Danielle,FALSE,danielledorsey
Fun!23,14965.73,Gardner,574,0,Danielle,FALSE,daniellegardner
Fun!23,16571.54,Baker,598,0,Darin,TRUE,darinbaker
Fun!23,13988.65,Porter,250,0,Darin,FALSE,darinporter
Fun!23,14605.65,Russell,536,0,Darlene,TRUE,darlenerussell
Fun!23,14955.31,Shaw,495,0,Darlene,FALSE,darleneshaw
Fun!23,17116.14,Jones,952,0,Darrell,TRUE,darrelljones
Fun!23,14881,Gibbs,611,0,Darren,TRUE,darrengibbs
Fun!23,13972.67,Brown,99,0,David,FALSE,davidbrown
Fun!23,16783.05,Clark,897,0,David,TRUE,davidclark
Fun!23,10643.16,Costa,578,0,David,TRUE,davidcosta
Fun!23,12702.13,Cox,649,0,David,TRUE,davidcox
Fun!23,16750.82,Davila,443,0,David,TRUE,daviddavila
Fun!23,11328.84,Gardner,145,0,David,TRUE,davidgardner
Fun!23,17611.09,Gross,246,0,David,TRUE,davidgross
Fun!23,17084.37,Harvey,600,0,David,FALSE,davidharvey
Fun!23,10794,Hayes,931,0,David,TRUE,davidhayes
Fun!23,11264.63,Johnson,1002,0,David,FALSE,davidjohnson
Fun!23,17802.76,Mills,305,0,David,TRUE,davidmills
Fun!23,13380.85,Soto,407,0,David,TRUE,davidsoto
Fun!23,13313.65,Summers,756,0,David,FALSE,davidsummers
Fun!23,12732.63,Thomas,265,0,David,FALSE,davidthomas
Fun!23,10832.77,Wright,253,0,David,FALSE,davidwright
Fun!23,13841.95,King,282,0,Dawn,TRUE,dawnking
Fun!23,13092.87,Smith,375,0,Dean,TRUE,deansmith
Fun!23,16989.03,Cummings,911,0,Deanna,FALSE,deannacummings
Fun!23,12525.61,Hunt,349,0,Deborah,TRUE,deborahhunt
Fun!23,13434.45,Scott,455,0,Deborah,TRUE,deborahscott
Fun!23,12753.67,Blackwell,503,0,Debra,TRUE,debrablackwell
Fun!23,15040.28,Raymond,795,0,Debra,TRUE,debraraymond
Fun!23,12089.32,Johnson,936,0,Denise,FALSE,denisejohnson
Fun!23,10710.62,Morales,309,0,Denise,TRUE,denisemorales
Fun!23,15033.4,Williams,341,0,Denise,FALSE,denisewilliams
Fun!23,10931.44,Cooper,933,0,Dennis,FALSE,denniscooper
Fun!23,14823.71,Reynolds,532,0,Dennis,TRUE,dennisreynolds
Fun!23,13363.2,Smith,744,0,Dennis,TRUE,dennissmith
Fun!23,16768.89,Irwin,481,0,Derek,TRUE,derekirwin
Fun!23,12875.83,Lopez,630,0,Derek,FALSE,dereklopez
Fun!23,10691.57,Macias,661,0,Derek,TRUE,derekmacias
Fun!23,10731.87,Grant,150,0,Derrick,TRUE,derrickgrant
Fun!23,14696.03,Mapula,66,0,Derrick,TRUE,derrickmapula
Fun!23,15458.93,Ferguson,233,0,Destiny,FALSE,destinyferguson
Fun!23,11217.27,Diaz,391,0,Devin,TRUE,devindiaz
Fun!23,17395.52,Garcia,53,0,Diana,TRUE,dianagarcia
Fun!23,17223.86,Matthews,562,0,Diana,FALSE,dianamatthews
Fun!23,10421.61,Rivera,994,0,Diana,TRUE,dianarivera
Fun!23,10570.04,VallesMartinez,86,0,Diana,FALSE,dianavallesmartinez
Fun!23,13472.14,Lyon,64,0,Dimitri,TRUE,dimitrilyon
Fun!23,15607.4,Duck,2,0,Donald,FALSE,donaldduck
Fun!23,14455.64,Haynes,351,0,Donald,TRUE,donaldhaynes
Fun!23,12841.05,Ramirez,975,0,Donald,FALSE,donaldramirez
Fun!23,13512.56,Tran,638,0,Donald,TRUE,donaldtran
Fun!23,14783.62,Villanueva,919,0,Donald,FALSE,donaldvillanueva
Fun!23,12236.82,Allen,206,0,Donna,TRUE,donnaallen
Fun!23,16764.03,Travis,392,0,Donna,FALSE,donnatravis
Fun!23,16645.86,Mercado,474,0,Doris,TRUE,dorismercado
Fun!23,10638.37,Moore,421,0,Doris,TRUE,dorismoore
Fun!23,15900.93,Cox,244,0,Dorothy,TRUE,dorothycox
Fun!23,10761.95,Bryant,733,0,Douglas,TRUE,douglasbryant
Fun!23,13050.47,Hernandez,709,0,Douglas,TRUE,douglashernandez
Fun!23,16309.98,Mckay,971,0,Douglas,TRUE,douglasmckay
Fun!23,13752.76,Rodriguez,115,0,Douglas,TRUE,douglasrodriguez
Fun!23,11853.02,Oliver,287,0,Dustin,TRUE,dustinoliver
Fun!23,13906.02,Harris,155,0,Dylan,TRUE,dylanharris
Fun!23,11938.12,Lopez,567,0,Dylan,FALSE,dylanlopez
Fun!23,11161.26,Garnica,54,0,Edgar,FALSE,edgargarnica
Fun!23,14729.29,Figueroa,51,0,Eduardo,FALSE,eduardofigueroa
Fun!23,13815.18,Hernandez,142,0,Edward,FALSE,edwardhernandez
Fun!23,10368.09,Jackson,509,0,Edward,FALSE,edwardjackson
Fun!23,16807.31,Johnson,365,0,Edward,FALSE,edwardjohnson
Fun!23,13387.41,Molina,610,0,Edward,TRUE,edwardmolina
Fun!23,11258.04,TomyGeorge,83,0,Edwin,FALSE,edwintomygeorge
Fun!23,11270.35,Quijas,72,0,Efren,FALSE,efrenquijas
Fun!23,17392.98,Alvarez,383,0,Elizabeth,TRUE,elizabethalvarez
Fun!23,13507.63,Castillo,805,0,Elizabeth,TRUE,elizabethcastillo
Fun!23,11190.61,Cordova,356,0,Elizabeth,FALSE,elizabethcordova
Fun!23,12836.41,Cruz,422,0,Elizabeth,FALSE,elizabethcruz
Fun!23,14524.33,Dominguez,773,0,Elizabeth,FALSE,elizabethdominguez
Fun!23,15636.24,Jackson,1005,0,Elizabeth,TRUE,elizabethjackson
Fun!23,13906.44,Kim,306,0,Elizabeth,TRUE,elizabethkim
Fun!23,14556.71,Medina,997,0,Elizabeth,TRUE,elizabethmedina
Fun!23,17285.61,Reyes,650,0,Elizabeth,FALSE,elizabethreyes
Fun!23,16777.27,Rodriguez,939,0,Elizabeth,TRUE,elizabethrodriguez
Fun!23,17439.84,Torres,753,0,Elizabeth,FALSE,elizabethtorres
Fun!23,14128.9,Brady,438,0,Emily,TRUE,emilybrady
Fun!23,14326.64,Chang,900,0,Emily,TRUE,emilychang
Fun!23,14289.97,Cole,884,0,Emily,TRUE,emilycole
Fun!23,16893.11,Estes,809,0,Emily,FALSE,emilyestes
Fun!23,14066.58,Jackson,990,0,Emily,TRUE,emilyjackson
Fun!23,17956.77,Richardson,183,0,Emily,TRUE,emilyrichardson
Fun!23,12092.41,Armstrong,337,0,Emma,FALSE,emmaarmstrong
Fun!23,14673,Padilla,430,0,Emma,FALSE,emmapadilla
Fun!23,16315.43,Ramos,471,0,Eric,FALSE,ericramos
Fun!23,16884.42,Smith,82,0,Eric,TRUE,ericsmith
Fun!23,11267.88,Vazquez,189,0,Eric,FALSE,ericvazquez
Fun!23,15455.39,Burch,924,0,Erica,FALSE,ericaburch
Fun!23,13574.75,Harrison,101,0,Erica,TRUE,ericaharrison
Fun!23,11357.47,Case,243,0,Erik,FALSE,erikcase
Fun!23,17009.59,Lopez,622,0,Erika,TRUE,erikalopez
Fun!23,15753.07,Barton,1026,0,Erin,TRUE,erinbarton
Fun!23,11823.39,Jones,793,0,Erin,FALSE,erinjones
Fun!23,10746.31,Mejia,796,0,Erin,TRUE,erinmejia
Fun!23,15381.49,Bentley,825,0,Ernest,FALSE,ernestbentley
Fun!23,13713.55,Holmes,202,0,Ethan,FALSE,ethanholmes
Fun!23,11606.69,Queen,29,0,Evil,FALSE,evilqueen
Fun!23,10865.9,Carlson,820,0,Felicia,TRUE,feliciacarlson
Fun!23,14725.36,DeSantiago,49,0,Fernando,TRUE,fernandodesantiago
Fun!23,17083,Moore,320,0,Francisco,TRUE,franciscomoore
Fun!23,11183.92,Hansen,496,0,Gabriel,TRUE,gabrielhansen
Fun!23,15263.4,Sanders,665,0,Gabriel,TRUE,gabrielsanders
Fun!23,11064.01,Parker,140,0,Gail,FALSE,gailparker
Fun!23,14483.2,Jones,61,0,Garrett,FALSE,garrettjones
Fun!23,15182.07,Mckenzie,920,0,Gary,FALSE,garymckenzie
Fun!23,16824,Miller,463,0,Gary,FALSE,garymiller
Fun!23,10248.04,Park,835,0,Gary,FALSE,garypark
Fun!23,10749.55,Smith,705,0,Gary,TRUE,garysmith
Fun!23,17351.17,Disney,25,0,Gaston,TRUE,gastondisney
Fun!23,16039.09,Ayala,800,0,George,FALSE,georgeayala
Fun!23,15348.52,Gilbert,855,0,George,TRUE,georgegilbert
Fun!23,17444.72,Proctor,802,0,George,TRUE,georgeproctor
Fun!23,16798.72,Wood,465,0,George,FALSE,georgewood
Fun!23,15215.12,Baker,449,0,Gerald,TRUE,geraldbaker
Fun!23,14730.55,Beltran,560,0,Gerald,TRUE,geraldbeltran
Fun!23,10923.78,Swanson,654,0,Gina,TRUE,ginaswanson
Fun!23,15587.18,Page,303,0,Gloria,FALSE,gloriapage
